pref_id,pref_eng,pref_jpn1,pref_jpn2,pr_block,hc_elec_num,name,party,ttl_votes,votes,magnitude,win,vshare,year,even
1,Hokkaido,北海道,北海道,北海道,14,小笠原貞子,日本共産党,2837969,495254,4,1,0.1745100105039907,1986,1
1,Hokkaido,北海道,北海道,北海道,14,土田弘,無所属,2837969,462999,4,0,0.1631444881885602,1986,1
1,Hokkaido,北海道,北海道,北海道,14,野上ふさ子,日本みどりの連合,2837969,33504,4,0,0.011805625783791155,1986,1
1,Hokkaido,北海道,北海道,北海道,14,合田純二,社会主義労働者党,2837969,24539,4,0,0.008646676549321011,1986,1
1,Hokkaido,北海道,北海道,北海道,14,戸辺利平,無所属,2837969,22277,4,0,0.007849627673875226,1986,1
1,Hokkaido,北海道,北海道,北海道,15,竹村泰子,無所属,2865445,727015,4,1,0.25371800889565144,1989,0
1,Hokkaido,北海道,北海道,北海道,15,菅野久光,日本社会党,2865445,709064,4,1,0.2474533623922288,1989,0
1,Hokkaido,北海道,北海道,北海道,15,北修二,自由民主党,2865445,496336,4,1,0.17321428259833987,1989,0
1,Hokkaido,北海道,北海道,北海道,15,高崎裕子,日本共産党,2865445,453103,4,1,0.15812657370844668,1989,0
1,Hokkaido,北海道,北海道,北海道,15,工藤万砂美,自由民主党,2865445,416408,4,0,0.14532053485584265,1989,0
1,Hokkaido,北海道,北海道,北海道,15,山下恵美子,緑の党,2865445,23633,4,0,0.00824758458110346,1989,0
1,Hokkaido,北海道,北海道,北海道,15,苫和三,無所属,2865445,17818,4,0,0.006218231374184463,1989,0
1,Hokkaido,北海道,北海道,北海道,15,前谷宏,無所属,2865445,15685,4,0,0.005473844376702397,1989,0
1,Hokkaido,北海道,北海道,北海道,15,八嶋英俊,日本青年社,2865445,6383,4,0,0.002227577217500249,1989,0
1,Hokkaido,北海道,北海道,北海道,16,風間昶,公明党,2480242,500717,4,1,0.20188231632235887,1992,1
1,Hokkaido,北海道,北海道,北海道,16,中尾則幸,無所属,2480242,424818,4,1,0.17128086694766076,1992,1
1,Hokkaido,北海道,北海道,北海道,16,峰崎直樹,日本社会党,2480242,420994,4,1,0.16973908191216824,1992,1
1,Hokkaido,北海道,北海道,北海道,16,高木正明,自由民主党,2480242,389317,4,1,0.156967344315595,1992,1
1,Hokkaido,北海道,北海道,北海道,16,岩本政光,自由民主党,2480242,381089,4,0,0.1536499260959213,1992,1
1,Hokkaido,北海道,北海道,北海道,16,猪狩康代,日本共産党,2480242,334840,4,0,0.13500295535677567,1992,1
1,Hokkaido,北海道,北海道,北海道,16,前谷宏,無所属,2480242,15166,4,0,0.006114725901746685,1992,1
1,Hokkaido,北海道,北海道,北海道,16,森信之,中小企業生活党,2480242,13301,4,0,0.005362783147773483,1992,1
1,Hokkaido,北海道,北海道,北海道,17,菅野久光,日本社会党,2017511,563029,2,1,0.27907109304484584,1995,0
1,Hokkaido,北海道,北海道,北海道,17,小川勝也,新進,2017511,511139,2,1,0.2533512828430675,1995,0
1,Hokkaido,北海道,北海道,北海道,17,木本由孝,自由民主党,2017511,488807,2,0,0.24228219821354133,1995,0
1,Hokkaido,北海道,北海道,北海道,17,高崎裕子,日本共産党,2017511,392714,2,0,0.1946527181264439,1995,0
1,Hokkaido,北海道,北海道,北海道,17,吉野悦子,新しい時代をつくる党,2017511,40106,2,0,0.0198789498545485,1995,0
1,Hokkaido,北海道,北海道,北海道,17,前谷宏,無所属,2017511,21716,2,0,0.010763757917552866,1995,0
1,Hokkaido,北海道,北海道,北海道,18,峰崎直樹,民主党,2577230,804611,2,1,0.3121999200692216,1998,1
1,Hokkaido,北海道,北海道,北海道,18,中川義雄,自由民主党,2577230,723786,2,1,0.2808387299542532,1998,1
1,Hokkaido,北海道,北海道,北海道,18,内山智子,日本共産党,2577230,605119,2,0,0.23479433345103076,1998,1
1,Hokkaido,北海道,北海道,北海道,18,小野健太郎,自由党,2577230,161505,2,0,0.06266611827427121,1998,1
1,Hokkaido,北海道,北海道,北海道,18,萱野志朗,社会民主党,2577230,146159,2,0,0.05671166329741622,1998,1
1,Hokkaido,北海道,北海道,北海道,18,水由正美,新社会党,2577230,34374,2,0,0.013337575614128348,1998,1
1,Hokkaido,北海道,北海道,北海道,18,沢田健一,青年自由,2577230,33390,2,0,0.012955770342577107,1998,1
1,Hokkaido,北海道,北海道,北海道,18,松川凉子,自由連合,2577230,32557,2,0,0.01263255510761554,1998,1
1,Hokkaido,北海道,北海道,北海道,18,村田秀夫,無所属,2577230,28480,2,0,0.0110506241196944,1998,1
1,Hokkaido,北海道,北海道,北海道,18,千代信人,維新政党・新風,2577230,7249,2,0,0.002812709769791598,1998,1
1,Hokkaido,北海道,北海道,北海道,19,伊達忠一,自由民主党,2509517,985274,2,1,0.3926149932437198,2001,0
1,Hokkaido,北海道,北海道,北海道,19,小川勝也,民主党,2509517,683704,2,1,0.27244445843562726,2001,0
1,Hokkaido,北海道,北海道,北海道,19,宮内聡,日本共産党,2509517,284575,2,0,0.11339831529334131,2001,0
1,Hokkaido,北海道,北海道,北海道,19,西川将人,自由党,2509517,196348,2,0,0.07824135082567682,2001,0
1,Hokkaido,北海道,北海道,北海道,19,杉山佳子,社会民主党,2509517,165670,2,0,0.06601668767336503,2001,0
1,Hokkaido,北海道,北海道,北海道,19,松村多美子,女性党,2509517,87597,2,0,0.03490592014319887,2001,0
1,Hokkaido,北海道,北海道,北海道,19,横山充洋,無所属,2509517,36119,2,0,0.014392809452974418,2001,0
1,Hokkaido,北海道,北海道,北海道,19,熊谷明史,自由連合,2509517,33500,2,0,0.013349182332695893,2001,0
1,Hokkaido,北海道,北海道,北海道,19,斎藤宣行,新社会党,2509517,25261,2,0,0.010066080444962119,2001,0
1,Hokkaido,北海道,北海道,北海道,19,千代信人,維新政党・新風,2509517,11469,2,0,0.0045702021544384835,2001,0
1,Hokkaido,北海道,北海道,北海道,20,中川義雄,自由民主党,2778472,741,2,1,2.6669334799846823e-4,2004,1
1,Hokkaido,北海道,北海道,北海道,20,峰崎直樹,民主党,2778472,618,2,1,2.2242441169103018e-4,2004,1
1,Hokkaido,北海道,北海道,北海道,20,西川将人,民主党,2778472,552,2,0,1.9867034830655124e-4,2004,1
1,Hokkaido,北海道,北海道,北海道,20,鈴木宗男,無所属,2778472,485,2,0,1.7455637487079229e-4,2004,1
1,Hokkaido,北海道,北海道,北海道,20,岡千陽,日本共産党,2778472,254,2,0,9.141715302511596e-5,2004,1
1,Hokkaido,北海道,北海道,北海道,20,山内恵子,社会民主党,2778472,106,2,0,3.815046543567831e-5,2004,1
1,Hokkaido,北海道,北海道,北海道,20,千代信人,維新政党・新風,2778472,19,2,0,6.838290974319698e-6,2004,1
1,Hokkaido,北海道,北海道,北海道,21,小川勝也,民主党,2827164,999999.99,2,1,0.3537113481920398,2007,0
1,Hokkaido,北海道,北海道,北海道,21,伊達忠一,自由民主党,2827164,757463,2,1,0.26792326161481966,2007,0
1,Hokkaido,北海道,北海道,北海道,21,多原かおり,無所属,2827164,621497,2,0,0.2198305439656136,2007,0
1,Hokkaido,北海道,北海道,北海道,21,畠山和也,日本共産党,2827164,206463,2,0,0.07302830681205619,2007,0
1,Hokkaido,北海道,北海道,北海道,21,羽柴秀吉,無所属,2827164,103282,2,0,0.036532015829290415,2007,0
1,Hokkaido,北海道,北海道,北海道,21,浅野隆雄,社会民主党,2827164,79474,2,0,0.02811085596732273,2007,0
1,Hokkaido,北海道,北海道,北海道,21,荒川昌之,無所属,2827164,22154,2,0,0.007836121286207663,2007,0
1,Hokkaido,北海道,北海道,北海道,21,千代信人,維新政党・新風,2827164,18234,2,0,0.006449572787429382,2007,0
1,Hokkaido,北海道,北海道,北海道,22,長谷川岳,自由民主党,2767346,948267,2,1,0.3426629702249014,2010,1
1,Hokkaido,北海道,北海道,北海道,22,徳永エリ,民主党,2767346,708523,2,1,0.2560297844938797,2010,1
1,Hokkaido,北海道,北海道,北海道,22,藤川雅司,民主党,2767346,567167,2,0,0.2049497966643853,2010,1
1,Hokkaido,北海道,北海道,北海道,22,中川賢一,みんなの党,2767346,320992,2,0,0.1159927237143458,2010,1
1,Hokkaido,北海道,北海道,北海道,22,畠山和也,日本共産党,2767346,200231,2,0,0.07235488442717318,2010,1
1,Hokkaido,北海道,北海道,北海道,22,大林誠,幸福実現党,2767346,22166,2,0,0.008009840475314615,2010,1
1,Hokkaido,北海道,北海道,北海道,23,だて忠一,自由民主党,2397220,903693,2,1,0.37697541318694155,2013,0
1,Hokkaido,北海道,北海道,北海道,23,小川勝也,民主党,2397220,583995,2,1,0.2436134355628603,2013,0
1,Hokkaido,北海道,北海道,北海道,23,あさの貴博,新党大地,2397220,352434,2,0,0.147017795613252,2013,0
1,Hokkaido,北海道,北海道,北海道,23,森つねと,日本共産党,2397220,272102,2,0,0.11350731263713802,2013,0
1,Hokkaido,北海道,北海道,北海道,23,安住たかのぶ,みんなの党,2397220,261802,2,0,0.10921066902495391,2013,0
1,Hokkaido,北海道,北海道,北海道,23,森山よしのり,幸福実現党,2397220,23194,2,0,0.009675373974854205,2013,0
1,Hokkaido,北海道,北海道,北海道,24,長谷川岳,自由民主党,2545446,648269,3,1,0.2546779621331586,2016,1
1,Hokkaido,北海道,北海道,北海道,24,徳永エリ,民進党,2545446,559996,3,1,0.21999916714006112,2016,1
1,Hokkaido,北海道,北海道,北海道,24,はちろ吉雄,民進党,2545446,491129,3,1,0.19294418345547304,2016,1
1,Hokkaido,北海道,北海道,北海道,24,かきき克弘,自由民主党,2545446,482688,3,0,0.1896280651799331,2016,1
1,Hokkaido,北海道,北海道,北海道,24,森つねと,日本共産党,2545446,239564,3,0,0.09411474452807092,2016,1
1,Hokkaido,北海道,北海道,北海道,24,佐藤和夫,日本のこころを大切にする党,2545446,34092,3,0,0.013393330677610131,2016,1
1,Hokkaido,北海道,北海道,北海道,24,中村治,支持政党なし,2545446,29072,3,0,0.011421181199679742,2016,1
1,Hokkaido,北海道,北海道,北海道,24,飯田佳宏,無所属,2545446,26686,3,0,0.010483820909970198,2016,1
1,Hokkaido,北海道,北海道,北海道,24,森山よしのり,幸福実現党,2545446,21006,3,0,0.008252384847291988,2016,1
1,Hokkaido,北海道,北海道,北海道,24,水越寛陽,無所属,2545446,12944,3,0,0.005085159928751189,2016,1
1,Hokkaido,北海道,北海道,北海道,25,森山佳則,諸派,2410203,13724,3,0,0.005694126179413103,2019,0
1,Hokkaido,北海道,北海道,北海道,25,高橋はるみ,自由民主党,2410203,828220,3,1,0.34363080620180125,2019,0
1,Hokkaido,北海道,北海道,北海道,25,畠山和也,日本共産党,2410203,265862,3,0,0.1103068911622797,2019,0
1,Hokkaido,北海道,北海道,北海道,25,岩瀬清次,諸派,2410203,10108,3,0,0.004193837614507989,2019,0
1,Hokkaido,北海道,北海道,北海道,25,岩本剛人,自由民主党,2410203,454285,3,1,0.1884841235364822,2019,0
1,Hokkaido,北海道,北海道,北海道,25,勝部賢志,立憲民主党,2410203,523737,3,1,0.21729995357237544,2019,0
1,Hokkaido,北海道,北海道,北海道,25,中村治,諸派,2410203,23785,3,0,0.009868463361799815,2019,0
1,Hokkaido,北海道,北海道,北海道,25,原谷那美,国民民主党,2410203,227174,3,0,0.09425513120679047,2019,0
1,Hokkaido,北海道,北海道,北海道,25,山本貴平,諸派,2410203,63308,3,0,0.02626666716455004,2019,0
1,Hokkaido,北海道,北海道,北海道,26,大村小太郎,諸派,2337653,75299,3,0,0.032211367555407065,2022,1
1,Hokkaido,北海道,北海道,北海道,26,船橋利実,自由民主党,2337653,447232,3,1,0.19131667531494195,2022,1
1,Hokkaido,北海道,北海道,北海道,26,浜田智,NHK党,2337653,18760,3,0,0.00802514316709965,2022,1
1,Hokkaido,北海道,北海道,北海道,26,斉藤忠行,NHK党,2337653,23039,3,0,0.009855611589915185,2022,1
1,Hokkaido,北海道,北海道,北海道,26,沢田英一,諸派,2337653,16006,3,0,0.006847038461225853,2022,1
1,Hokkaido,北海道,北海道,北海道,26,畠山和也,日本共産党,2337653,163252,3,0,0.06983585673322773,2022,1
1,Hokkaido,北海道,北海道,北海道,26,長谷川岳,自由民主党,2337653,595033,3,1,0.254542911201962,2022,1
1,Hokkaido,北海道,北海道,北海道,26,森山佳則,諸派,2337653,11625,3,0,0.004972936530785364,2022,1
1,Hokkaido,北海道,北海道,北海道,26,臼木秀剛,国民民主党,2337653,91127,3,0,0.03898226126803251,2022,1
1,Hokkaido,北海道,北海道,北海道,26,徳永エリ,立憲民主党,2337653,455057,3,1,0.19466404979695448,2022,1
1,Hokkaido,北海道,北海道,北海道,26,石川知裕,立憲民主党,2337653,422392,3,0,0.18069063286980575,2022,1
1,Hokkaido,北海道,北海道,北海道,26,石井良恵,NHK党,2337653,18831,3,0,0.008055515510642512,2022,1
2,Aomori,青森,青森県,東北,7,津島文治,自由民主党,478380,183439,1,1,0.38345875663698314,1965,0
2,Aomori,青森,青森県,東北,7,山崎竜男,無所属,478380,136652,1,0,0.28565575483924915,1965,0
2,Aomori,青森,青森県,東北,7,轟泰諄,日本社会党,478380,93857,1,0,0.19619758351101635,1965,0
2,Aomori,青森,青森県,東北,7,秋元岩五郎,民主社会党,478380,42919,1,0,0.08971737948910907,1965,0
2,Aomori,青森,青森県,東北,7,中村勝己,日本共産党,478380,21513,1,0,0.044970525523642293,1965,0
2,Aomori,青森,青森県,東北,8,山崎竜男,無所属,535009,150740,1,1,0.2817522695879882,1968,1
2,Aomori,青森,青森県,東北,8,笹森順造,自由民主党,535009,138009,1,0,0.25795640820995536,1968,1
2,Aomori,青森,青森県,東北,8,盛田三喜雄,日本社会党,535009,127698,1,0,0.2386838352252018,1968,1
2,Aomori,青森,青森県,東北,8,楠美省吾,無所属,535009,91535,1,0,0.17109057978463912,1968,1
2,Aomori,青森,青森県,東北,8,中村勝美,日本共産党,535009,27027,1,0,0.05051690719221546,1968,1
2,Aomori,青森,青森県,東北,9,津島文治,自由民主党,476630,260633,1,1,0.5468245809118184,1971,0
2,Aomori,青森,青森県,東北,9,千葉民蔵,日本社会党,476630,135729,1,0,0.2847680590814678,1971,0
2,Aomori,青森,青森県,東北,9,木村昭四郎,日本共産党,476630,51521,1,0,0.10809432893439355,1971,0
2,Aomori,青森,青森県,東北,9,宇野栄二,民主社会党,476630,28747,1,0,0.06031303107232025,1971,0
2,Aomori,青森,青森県,東北,10,山崎竜男,自由民主党,599585,305966,1,1,0.5102962882660507,1974,1
2,Aomori,青森,青森県,東北,10,渡辺三夫,日本社会党,599585,145811,1,0,0.24318653735500387,1974,1
2,Aomori,青森,青森県,東北,10,須藤昭四郎,日本共産党,599585,84685,1,0,0.14123935722207862,1974,1
2,Aomori,青森,青森県,東北,10,照井善朝,公明党,599585,63123,1,0,0.10527781715686683,1974,1
2,Aomori,青森,青森県,東北,11,寺下岩蔵,自由民主党,648671,276551,1,1,0.4263347675478016,1977,0
2,Aomori,青森,青森県,東北,11,須藤守男,新自由クラブ,648671,195340.72,1,0,0.30113989988761636,1977,0
2,Aomori,青森,青森県,東北,11,関晴正,日本社会党,648671,117262,1,0,0.1807726875411418,1977,0
2,Aomori,青森,青森県,東北,11,木村昭四郎,日本共産党,648671,45741.22,1,0,0.07051528432749422,1977,0
2,Aomori,青森,青森県,東北,11,間山稔,社会市民連合,648671,13776,1,0,0.021237268199133304,1977,0
2,Aomori,青森,青森県,東北,12,山崎竜男,自由民主党,726703,456202,1,1,0.6277695289547449,1980,1
2,Aomori,青森,青森県,東北,12,山内弘,日本社会党,726703,207121,1,0,0.2850146483501513,1980,1
2,Aomori,青森,青森県,東北,12,堀幸光,日本共産党,726703,63380,1,0,0.08721582269510378,1980,1
2,Aomori,青森,青森県,東北,13,松尾官平,自由民主党,577157,217639,1,1,0.37708803670405106,1983,0
2,Aomori,青森,青森県,東北,13,奈良岡末造,無所属,577157,166091,1,0,0.2877743837465369,1983,0
2,Aomori,青森,青森県,東北,13,花田一,無所属,577157,92459,1,0,0.16019731199656245,1983,0
2,Aomori,青森,青森県,東北,13,工藤清司,無所属,577157,72940,1,0,0.12637809122994265,1983,0
2,Aomori,青森,青森県,東北,13,富士克郎,日本共産党,577157,28028,1,0,0.048562176322906936,1983,0
2,Aomori,青森,青森県,東北,14,山崎竜男,無所属,784223,309178,1,1,0.39424755458587674,1986,1
2,Aomori,青森,青森県,東北,14,脇川利勝,自由民主党,784223,272713,1,0,0.34774930090038164,1986,1
2,Aomori,青森,青森県,東北,14,佐川礼三郎,日本社会党,784223,155723,1,0,0.19856979456098584,1986,1
2,Aomori,青森,青森県,東北,14,堀幸光,日本共産党,784223,46609,1,0,0.05943334995275579,1986,1
2,Aomori,青森,青森県,東北,15,三上隆雄,無所属,677963,353892,1,1,0.5219930881183782,1989,0
2,Aomori,青森,青森県,東北,15,松尾官平,無所属,677963,177516,1,0,0.2618372979056379,1989,0
2,Aomori,青森,青森県,東北,15,高橋長次郎,自由民主党,677963,98080,1,0,0.144668661859128,1989,0
2,Aomori,青森,青森県,東北,15,堀幸光,日本共産党,677963,28985,1,0,0.042753070595297975,1989,0
2,Aomori,青森,青森県,東北,15,高田亮子,緑の党,677963,19490,1,0,0.02874788152155796,1989,0
2,Aomori,青森,青森県,東北,16,松尾官平,自由民主党,481585,263540,1,1,0.5472346522420757,1992,1
2,Aomori,青森,青森県,東北,16,草創文男,無所属,481585,151488,1,0,0.3145612923990573,1992,1
2,Aomori,青森,青森県,東北,16,高橋千鶴子,日本共産党,481585,66557,1,0,0.13820405535886707,1992,1
2,Aomori,青森,青森県,東北,17,山崎力,新進,524980,176259,1,1,0.3357442188273839,1995,0
2,Aomori,青森,青森県,東北,17,鳴海広道,自由民主党,524980,173393,1,0,0.3302849632366947,1995,0
2,Aomori,青森,青森県,東北,17,三上隆雄,無所属,524980,102770,1,0,0.19575983847003695,1995,0
2,Aomori,青森,青森県,東北,17,高橋千鶴子,日本共産党,524980,40026,1,0,0.07624290449159968,1995,0
2,Aomori,青森,青森県,東北,17,滝沢求,無所属,524980,32532,1,0,0.061968074974284734,1995,0
2,Aomori,青森,青森県,東北,18,田名部匡省,無所属,729495,340515,1,1,0.4667818148170995,1998,1
2,Aomori,青森,青森県,東北,18,金入明義,自由民主党,729495,262631,1,0,0.36001754638482786,1998,1
2,Aomori,青森,青森県,東北,18,高橋千鶴子,日本共産党,729495,67992,1,0,0.0932042029074908,1998,1
2,Aomori,青森,青森県,東北,18,鳴海清彦,無所属,729495,51845,1,0,0.07106971260940788,1998,1
2,Aomori,青森,青森県,東北,18,斉藤恵子,自由連合,729495,6512,1,0,0.008926723281173964,1998,1
2,Aomori,青森,青森県,東北,19,山崎力,自由民主党,586364,314899,1,1,0.5370367212175372,2001,0
2,Aomori,青森,青森県,東北,19,佐々木秀茂,無所属,586364,110814,1,0,0.18898499907907035,2001,0
2,Aomori,青森,青森県,東北,19,森内勇,無所属,586364,110011,1,0,0.18761554256400462,2001,0
2,Aomori,青森,青森県,東北,19,高柳博明,日本共産党,586364,35272,1,0,0.060153761144954326,2001,0
2,Aomori,青森,青森県,東北,19,村田恭子,自由連合,586364,15368,1,0,0.026208975994433493,2001,0
2,Aomori,青森,青森県,東北,20,田名部匡省,民主党,625488,297,1,1,4.7482925331900853e-4,2004,1
2,Aomori,青森,青森県,東北,20,奈良秀則,自由民主党,625488,252,1,0,4.028854270585527e-4,2004,1
2,Aomori,青森,青森県,東北,20,高柳博明,日本共産党,625488,38,1,0,6.075256439771826e-5,2004,1
2,Aomori,青森,青森県,東北,20,井上浩,社会民主党,625488,36,1,0,5.755506100836467e-5,2004,1
2,Aomori,青森,青森県,東北,21,平山幸司,民主党,623808,305642,1,1,0.48996165486816456,2007,0
2,Aomori,青森,青森県,東北,21,山崎力,自由民主党,623808,248782,1,0,0.39881181389145376,2007,0
2,Aomori,青森,青森県,東北,21,渡辺英彦,社会民主党,623808,37370,1,0,0.0599062532061147,2007,0
2,Aomori,青森,青森県,東北,21,高柳博明,日本共産党,623808,32014,1,0,0.051320278034266954,2007,0
2,Aomori,青森,青森県,東北,22,山崎力,自由民主党,614205,287385,1,1,0.46789752607028595,2010,1
2,Aomori,青森,青森県,東北,22,波多野里奈,民主党,614205,222875,1,0,0.3628674465365798,2010,1
2,Aomori,青森,青森県,東北,22,升田世喜男,たちあがれ日本,614205,49102,1,0,0.07994399264089351,2010,1
2,Aomori,青森,青森県,東北,22,吉俣洋,日本共産党,614205,31040,1,0,0.05053687286817919,2010,1
2,Aomori,青森,青森県,東北,22,山田清彦,社会民主党,614205,23803,1,0,0.038754161884061514,2010,1
2,Aomori,青森,青森県,東北,23,滝沢もとめ,自由民主党,509546,261575,1,1,0.5133491382524836,2013,0
2,Aomori,青森,青森県,東北,23,平山幸司,生活の党,509546,76432,1,0,0.15000019625313515,2013,0
2,Aomori,青森,青森県,東北,23,はたの里奈,みんなの党,509546,63528,1,0,0.12467569169417482,2013,0
2,Aomori,青森,青森県,東北,23,くどう信,無所属,509546,53062,1,0,0.10413583857002115,2013,0
