block,party,rank,name,yomi,lastname,firstname,last_kana,first_kana,age,recommended,status,previous,dup,dup_dist,win_smd,win_pr,loss_ratio
北海道,公明党,2,斉道 勇太,さいどう ゆうた,斉道,勇太,さいどう,ゆうた,40,NA,新,NA,0,比例単独,0,0,NA
北海道,日本保守党,1,小野寺 秀,おのでら まさる,小野寺,秀,おのでら,まさる,61,NA,新,NA,0,比例単独,0,0,NA
北海道,日本保守党,2,堀田 真作,ほりた しんさく,堀田,真作,ほりた,しんさく,59,NA,新,NA,0,比例単独,0,0,NA
北海道,日本共産党,1,畠山 和也,はたやま かずや,畠山,和也,はたやま,かずや,53,NA,元,1,0,比例単独,0,0,NA
北海道,日本共産党,2,宮内 史織,みやうち しおり,宮内,史織,みやうち,しおり,32,NA,新,NA,1,北海道2区,0,0,33.887
北海道,国民民主党,1,臼木 秀剛,うすき ひでたけ,臼木,秀剛,うすき,ひでたけ,43,NA,新,NA,0,比例単独,0,1,NA
北海道,立憲民主党,1,池田 真紀,いけだ まき,池田,真紀,いけだ,まき,52,NA,元,1,1,北海道5区,1,0,NA
北海道,立憲民主党,1,篠田 奈保子,しのだ なおこ,篠田,奈保子,しのだ,なおこ,52,NA,新,NA,1,北海道7区,0,1,71.108
北海道,立憲民主党,3,道下 大樹,みちした だいき,道下,大樹,みちした,だいき,48,NA,前,2,1,北海道1区,1,0,NA
北海道,立憲民主党,3,松木 謙公,まつき けんこう,松木,謙公,まつき,けんこう,65,NA,前,6,1,北海道2区,1,0,NA
北海道,立憲民主党,3,荒井 優,あらい ゆたか,荒井,優,あらい,ゆたか,49,NA,前,1,1,北海道3区,1,0,NA
北海道,立憲民主党,3,大築 紅葉,おおつき くれは,大築,紅葉,おおつき,くれは,41,NA,前,1,1,北海道4区,1,0,NA
北海道,立憲民主党,3,西川 将人,にしかわ まさひと,西川,将人,にしかわ,まさひと,55,NA,新,NA,1,北海道6区,0,1,93.543
北海道,立憲民主党,3,山岡 達丸,やまおか たつまる,山岡,達丸,やまおか,たつまる,45,NA,前,3,1,北海道9区,1,0,NA
北海道,立憲民主党,3,神谷 裕,かみや ひろし,神谷,裕,かみや,ひろし,56,NA,前,2,1,北海道10区,1,0,NA
北海道,立憲民主党,3,石川 香織,いしかわ かおり,石川,香織,いしかわ,かおり,40,NA,前,2,1,北海道11区,1,0,NA
北海道,立憲民主党,3,川原田 英世,かわはらだ えいせい,川原田,英世,かわはらだ,えいせい,41,NA,新,NA,1,北海道12区,0,1,91.052
北海道,立憲民主党,12,石川 知裕,いしかわ ともひろ,石川,知裕,いしかわ,ともひろ,51,NA,元,3,0,比例単独,0,0,NA
北海道,立憲民主党,13,石川 秀行,いしかわ ひでゆき,石川,秀行,いしかわ,ひでゆき,52,NA,新,NA,0,比例単独,0,0,NA
北海道,立憲民主党,14,鈴木 敦子,すずき あつこ,鈴木,敦子,すずき,あつこ,41,NA,新,NA,0,比例単独,0,0,NA
北海道,立憲民主党,15,田島 央一,たじま よういち,田島,央一,たじま,よういち,47,NA,新,NA,0,比例単独,0,0,NA
東北,自由民主党,1,江渡 聡徳,えと あきのり,江渡,聡徳,えと,あきのり,69,NA,前,8,0,比例単独,0,1,NA
東北,自由民主党,2,森下 千里,もりした ちさと,森下,千里,もりした,ちさと,43,NA,新,NA,0,比例単独,0,1,NA
東北,自由民主党,3,津島 淳,つしま じゅん,津島,淳,つしま,じゅん,58,推薦・支持：公明,前,4,1,青森1区,1,0,NA
東北,自由民主党,3,神田 潤一,かんだ じゅんいち,神田,潤一,かんだ,じゅんいち,54,推薦・支持：公明,前,1,1,青森2区,1,0,NA
東北,自由民主党,3,米内 紘正,よない ひろまさ,米内,紘正,よない,ひろまさ,37,推薦・支持：公明,新,NA,1,岩手1区,0,0,46.206
東北,自由民主党,3,土井 亨,どい とおる,土井,亨,どい,とおる,66,推薦・支持：公明,前,5,1,宮城1区,0,0,71.15
東北,自由民主党,3,秋葉 賢也,あきば けんや,秋葉,賢也,あきば,けんや,62,推薦・支持：公明,前,7,1,宮城2区,0,0,61.545
東北,自由民主党,3,伊藤 信太郎,いとう しんたろう,伊藤,信太郎,いとう,しんたろう,71,推薦・支持：公明,前,7,1,宮城4区,0,0,64.185
東北,自由民主党,3,冨樫 博之,とがし ひろゆき,冨樫,博之,とがし,ひろゆき,69,推薦・支持：公明,前,4,1,秋田1区,1,0,NA
東北,自由民主党,3,福原 淳嗣,ふくはら じゅんじ,福原,淳嗣,ふくはら,じゅんじ,56,推薦・支持：公明,新,NA,1,秋田2区,0,1,91.966
東北,自由民主党,3,御法川 信英,みのりかわ のぶひで,御法川,信英,みのりかわ,のぶひで,60,推薦・支持：公明,前,6,1,秋田3区,0,1,90.025
東北,自由民主党,3,鈴木 憲和,すずき のりかず,鈴木,憲和,すずき,のりかず,42,推薦・支持：公明,前,4,1,山形2区,1,0,NA
東北,自由民主党,3,加藤 鮎子,かとう あゆこ,加藤,鮎子,かとう,あゆこ,45,推薦・支持：公明,前,3,1,山形3区,1,0,NA
東北,自由民主党,3,根本 拓,ねもと たく,根本,拓,ねもと,たく,38,推薦・支持：公明,新,NA,1,福島2区,0,1,75.141
東北,自由民主党,3,坂本 竜太郎,さかもと りゅうたろう,坂本,竜太郎,さかもと,りゅうたろう,44,推薦・支持：公明,新,NA,1,福島4区,1,0,NA
東北,自由民主党,16,伊藤 聡,いとう さとし,伊藤,聡,いとう,さとし,45,NA,新,NA,0,比例単独,0,0,NA
東北,自由民主党,17,藤田 誠,ふじた まこと,藤田,誠,ふじた,まこと,51,NA,新,NA,0,比例単独,0,0,NA
東北,自由民主党,18,小林 文紀,こばやし ふみき,小林,文紀,こばやし,ふみき,63,NA,新,NA,0,比例単独,0,0,NA
東北,自由民主党,19,佐々木 飛鳥,ささき あすか,佐々木,飛鳥,ささき,あすか,53,NA,新,NA,0,比例単独,0,0,NA
東北,日本共産党,1,高橋 千鶴子,たかはし ちづこ,高橋,千鶴子,たかはし,ちづこ,65,NA,前,7,0,比例単独,0,0,NA
東北,日本共産党,2,吉田 恭子,よしだ きょうこ,吉田,恭子,よしだ,きょうこ,43,NA,新,NA,1,岩手1区,0,0,16.277
東北,日本共産党,3,大内 真理,おおうち まり,大内,真理,おおうち,まり,46,NA,新,NA,0,比例単独,0,0,NA
東北,社会民主党,1,伊藤 正通,いとう まさみち,伊藤,正通,いとう,まさみち,73,NA,新,NA,0,比例単独,0,0,NA
東北,国民民主党,1,金浜 亨,かねはま あきら,金浜,亨,かねはま,あきら,36,NA,新,NA,1,青森2区,0,0,40.55
東北,国民民主党,1,菊池 大二郎,きくち だいじろう,菊池,大二郎,きくち,だいじろう,42,NA,新,NA,1,山形2区,0,1,53.463
東北,国民民主党,1,村岡 敏英,むらおか としひで,村岡,敏英,むらおか,としひで,64,NA,元,2,1,秋田3区,1,0,NA
東北,公明党,1,庄子 賢一,しょうじ けんいち,庄子,賢一,しょうじ,けんいち,61,NA,前,1,0,比例単独,0,1,NA
東北,公明党,2,小野寺 泰明,おのでら やすあき,小野寺,泰明,おのでら,やすあき,38,NA,新,NA,0,比例単独,0,0,NA
東北,公明党,3,佐々木 伸和,ささき のぶかず,佐々木,伸和,ささき,のぶかず,43,NA,新,NA,0,比例単独,0,0,NA
東北,日本維新の会,1,長坂 淳也,ながさか じゅんや,長坂,淳也,ながさか,じゅんや,48,NA,新,NA,1,青森3区,0,0,8.946
東北,日本維新の会,1,高橋 浩司,たかはし こうじ,高橋,浩司,たかはし,こうじ,61,NA,新,NA,1,宮城1区,0,0,22.452
東北,日本維新の会,1,早坂 敦,はやさか あつし,早坂,敦,はやさか,あつし,53,NA,前,1,1,宮城2区,0,0,26.606
東北,日本維新の会,1,佐藤 雄一,さとう ゆういち,佐藤,雄一,さとう,ゆういち,45,NA,新,NA,1,宮城4区,0,0,15.241
東北,日本維新の会,1,境 恒春,さかい つねはる,境,恒春,さかい,つねはる,45,NA,新,NA,1,宮城5区,0,0,20.022
東北,日本維新の会,1,松浦 大悟,まつうら だいご,松浦,大悟,まつうら,だいご,55,NA,新,NA,1,秋田1区,0,0,29.584
東北,参政党,1,山中 泉,やまなか せん,山中,泉,やまなか,せん,66,NA,新,NA,0,比例単独,0,0,NA
東北,立憲民主党,1,馬場 雄基,ばば ゆうき,馬場,雄基,ばば,ゆうき,32,NA,前,1,0,比例単独,0,1,NA
東北,立憲民主党,2,升田 世喜男,ますた せきお,升田,世喜男,ますた,せきお,67,NA,元,1,1,青森1区,0,1,93.373
東北,立憲民主党,2,岡田 華子,おかだ はなこ,岡田,華子,おかだ,はなこ,44,NA,新,NA,1,青森3区,1,0,NA
東北,立憲民主党,2,階 猛,しな たけし,階,猛,しな,たけし,58,NA,前,6,1,岩手1区,1,0,NA
東北,立憲民主党,2,中村 起子,なかむら ゆきこ,中村,起子,なかむら,ゆきこ,59,NA,新,NA,1,岩手2区,0,0,61.081
東北,立憲民主党,2,小沢 一郎,おざわ いちろう,小沢,一郎,おざわ,いちろう,82,NA,前,18,1,岩手3区,1,0,NA
東北,立憲民主党,2,岡本 章子,おかもと あきこ,岡本,章子,おかもと,あきこ,60,NA,前,2,1,宮城1区,1,0,NA
東北,立憲民主党,2,鎌田 さゆり,かまた さゆり,鎌田,さゆり,かまた,さゆり,59,NA,前,3,1,宮城2区,1,0,NA
東北,立憲民主党,2,柳沢 剛,やなぎさわ つよし,柳沢,剛,やなぎさわ,つよし,61,NA,新,NA,1,宮城3区,1,0,NA
東北,立憲民主党,2,安住 淳,あずみ じゅん,安住,淳,あずみ,じゅん,62,NA,前,9,1,宮城4区,1,0,NA
東北,立憲民主党,2,寺田 学,てらた まなぶ,寺田,学,てらた,まなぶ,48,NA,前,6,1,秋田1区,0,1,98.555
東北,立憲民主党,2,緑川 貴士,みどりかわ たかし,緑川,貴士,みどりかわ,たかし,39,NA,前,2,1,秋田2区,1,0,NA
東北,立憲民主党,2,小川 幾代,おがわ のりよ,小川,幾代,おがわ,のりよ,39,NA,新,NA,1,秋田3区,0,0,26.557
東北,立憲民主党,2,原田 和広,はらだ まさひろ,原田,和広,はらだ,まさひろ,51,NA,新,NA,1,山形1区,0,0,70.163
東北,立憲民主党,2,石黒 覚,いしぐろ さとる,石黒,覚,いしぐろ,さとる,68,NA,新,NA,1,山形3区,0,0,67.194
東北,立憲民主党,2,金子 恵美,かねこ えみ,金子,恵美,かねこ,えみ,59,NA,前,3,1,福島1区,1,0,NA
東北,立憲民主党,2,玄葉 光一郎,げんば こういちろう,玄葉,光一郎,げんば,こういちろう,60,NA,前,10,1,福島2区,1,0,NA
東北,立憲民主党,2,小熊 慎司,おぐま しんじ,小熊,慎司,おぐま,しんじ,56,NA,前,4,1,福島3区,1,0,NA
東北,立憲民主党,2,斎藤 裕喜,さいとう ゆうき,斎藤,裕喜,さいとう,ゆうき,45,NA,新,NA,1,福島4区,0,1,91.786
東北,立憲民主党,20,伊藤 勢至,いとう せいし,伊藤,勢至,いとう,せいし,77,NA,新,NA,0,比例単独,0,0,NA
東北,立憲民主党,21,岸田 清実,きしだ きよみ,岸田,清実,きしだ,きよみ,69,NA,新,NA,0,比例単独,0,0,NA
東北,れいわ新選組,1,大林 正英,おおばやし まさひで,大林,正英,おおばやし,まさひで,60,NA,新,NA,1,宮城4区,0,0,12.631
東北,れいわ新選組,1,二藤部 冬馬,にとうべ とうま,二藤部,冬馬,にとうべ,とうま,42,NA,新,NA,1,山形2区,0,0,14.998
東北,れいわ新選組,3,佐原 若子,さわら わかこ,佐原,若子,さわら,わかこ,70,NA,新,NA,0,比例単独,0,1,NA
北関東,日本共産党,1,塩川 鉄也,しおかわ てつや,塩川,鉄也,しおかわ,てつや,62,NA,前,8,0,比例単独,0,1,NA
北関東,日本共産党,2,梅村 早江子,うめむら さえこ,梅村,早江子,うめむら,さえこ,60,NA,元,1,0,比例単独,0,0,NA
北関東,日本共産党,3,高橋 誠一郎,たかはし せいいちろう,高橋,誠一郎,たかはし,せいいちろう,29,NA,新,NA,1,茨城1区,0,0,15.454
北関東,日本保守党,1,伊藤 純子,いとう じゅんこ,伊藤,純子,いとう,じゅんこ,55,NA,新,NA,0,比例単独,0,0,NA
北関東,日本保守党,2,野寺 直美,のでら なおみ,野寺,直美,のでら,なおみ,51,NA,新,NA,0,比例単独,0,0,NA
北関東,日本保守党,3,五位野 一法,ごいの かずのり,五位野,一法,ごいの,かずのり,62,NA,新,NA,0,比例単独,0,0,NA
北関東,日本保守党,4,宮入 良明,みやいり よしあき,宮入,良明,みやいり,よしあき,69,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,1,田所 嘉徳,たどころ よしのり,田所,嘉徳,たどころ,よしのり,70,推薦・支持：公明,前,4,1,茨城1区,0,1,81.661
北関東,自由民主党,1,葉梨 康弘,はなし やすひろ,葉梨,康弘,はなし,やすひろ,65,推薦・支持：公明,前,6,1,茨城3区,1,0,NA
北関東,自由民主党,1,梶山 弘志,かじやま ひろし,梶山,弘志,かじやま,ひろし,69,推薦・支持：公明,前,8,1,茨城4区,1,0,NA
北関東,自由民主党,1,石川 昭政,いしかわ あきまさ,石川,昭政,いしかわ,あきまさ,52,NA,前,4,1,茨城5区,0,0,72.597
北関東,自由民主党,1,国光 文乃,くにみつ あやの,国光,文乃,くにみつ,あやの,45,推薦・支持：公明,前,2,1,茨城6区,0,1,89.098
北関東,自由民主党,1,永岡 桂子,ながおか けいこ,永岡,桂子,ながおか,けいこ,70,推薦・支持：公明,前,6,1,茨城7区,0,1,88.572
北関東,自由民主党,1,船田 元,ふなだ はじめ,船田,元,ふなだ,はじめ,70,推薦・支持：公明,前,13,1,栃木1区,1,0,NA
北関東,自由民主党,1,五十嵐 清,いがらし きよし,五十嵐,清,いがらし,きよし,54,推薦・支持：公明,前,1,1,栃木2区,0,1,75.983
北関東,自由民主党,1,佐藤 勉,さとう つとむ,佐藤,勉,さとう,つとむ,72,推薦・支持：公明,前,9,1,栃木4区,0,1,77.93
北関東,自由民主党,1,茂木 敏充,もてぎ としみつ,茂木,敏充,もてぎ,としみつ,69,推薦・支持：公明,前,10,1,栃木5区,1,0,NA
北関東,自由民主党,1,中曽根 康隆,なかそね やすたか,中曽根,康隆,なかそね,やすたか,42,推薦・支持：公明,前,2,1,群馬1区,1,0,NA
北関東,自由民主党,1,井野 俊郎,いの としろう,井野,俊郎,いの,としろう,44,推薦・支持：公明,前,4,1,群馬2区,1,0,NA
北関東,自由民主党,1,笹川 博義,ささがわ ひろよし,笹川,博義,ささがわ,ひろよし,58,推薦・支持：公明,前,4,1,群馬3区,1,0,NA
北関東,自由民主党,1,小渕 優子,おぶち ゆうこ,小渕,優子,おぶち,ゆうこ,50,推薦・支持：公明,前,8,1,群馬5区,1,0,NA
北関東,自由民主党,1,村井 英樹,むらい ひでき,村井,英樹,むらい,ひでき,44,推薦・支持：公明,前,4,1,埼玉1区,1,0,NA
北関東,自由民主党,1,新藤 義孝,しんどう よしたか,新藤,義孝,しんどう,よしたか,66,推薦・支持：公明,前,8,1,埼玉2区,1,0,NA
北関東,自由民主党,1,黄川田 仁志,きかわだ ひとし,黄川田,仁志,きかわだ,ひとし,54,推薦・支持：公明,前,4,1,埼玉3区,1,0,NA
北関東,自由民主党,1,穂坂 泰,ほさか やすし,穂坂,泰,ほさか,やすし,50,推薦・支持：公明,前,2,1,埼玉4区,1,0,NA
北関東,自由民主党,1,牧原 秀樹,まきはら ひでき,牧原,秀樹,まきはら,ひでき,53,推薦・支持：公明,前,5,1,埼玉5区,0,0,72.602
北関東,自由民主党,1,中野 英幸,なかの ひでゆき,中野,英幸,なかの,ひでゆき,63,推薦・支持：公明,前,1,1,埼玉7区,0,1,90.728
北関東,自由民主党,1,山口 晋,やまぐち すすむ,山口,晋,やまぐち,すすむ,41,推薦・支持：公明,前,1,1,埼玉10区,0,0,69.436
北関東,自由民主党,1,小泉 龍司,こいずみ りゅうじ,小泉,龍司,こいずみ,りゅうじ,72,推薦・支持：公明,前,7,1,埼玉11区,1,0,NA
北関東,自由民主党,1,野中 厚,のなか あつし,野中,厚,のなか,あつし,47,推薦・支持：公明,前,4,1,埼玉12区,0,1,73.937
北関東,自由民主党,1,田中 良生,たなか りょうせい,田中,良生,たなか,りょうせい,60,推薦・支持：公明,前,5,1,埼玉15区,1,0,NA
北関東,自由民主党,1,土屋 品子,つちや しなこ,土屋,品子,つちや,しなこ,72,推薦・支持：公明,前,8,1,埼玉16区,1,0,NA
北関東,自由民主党,26,小倉 悠里,おぐら ゆり,小倉,悠里,おぐら,ゆり,28,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,27,西條 昌良,さいじょう まさよし,西條,昌良,さいじょう,まさよし,69,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,28,原 和隆,はら かずたか,原,和隆,はら,かずたか,55,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,29,須賀 敬史,すが たかし,須賀,敬史,すが,たかし,57,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,30,浅井 昌志,あさい まさし,浅井,昌志,あさい,まさし,64,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,31,友田 雅明,ともだ まさあき,友田,雅明,ともだ,まさあき,54,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,32,増田 勝,ますだ まさる,増田,勝,ますだ,まさる,56,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,33,下田 彰一,しもだ しょういち,下田,彰一,しもだ,しょういち,71,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,34,冨山 ひで子,とみやま ひでこ,冨山,ひで子,とみやま,ひでこ,61,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,35,山崎 大二郎,やまざき だいじろう,山崎,大二郎,やまざき,だいじろう,48,NA,新,NA,0,比例単独,0,0,NA
北関東,自由民主党,36,小菅 亜希子,こすげ あきこ,小菅,亜希子,こすげ,あきこ,28,NA,新,NA,0,比例単独,0,0,NA
北関東,国民民主党,1,浅野 哲,あさの さとし,浅野,哲,あさの,さとし,42,NA,前,2,1,茨城5区,1,0,NA
北関東,国民民主党,1,岸田 光広,きしだ みつひろ,岸田,光広,きしだ,みつひろ,57,NA,新,NA,1,埼玉4区,0,1,64.204
北関東,国民民主党,1,鈴木 義弘,すずき よしひろ,鈴木,義弘,すずき,よしひろ,61,NA,前,3,1,埼玉14区,1,0,NA
北関東,国民民主党,1,橋本 幹彦,はしもと みきひこ,橋本,幹彦,はしもと,みきひこ,28,NA,新,NA,1,埼玉13区,1,0,NA
北関東,日本維新の会,1,武藤 優子,むとう ゆうこ,武藤,優子,むとう,ゆうこ,60,NA,新,NA,1,茨城1区,0,0,25.061
北関東,日本維新の会,1,今村 敏昭,いまむら としあき,今村,敏昭,いまむら,としあき,67,NA,新,NA,1,茨城2区,0,0,30.388
北関東,日本維新の会,1,橋口 奈保,はしぐち なほ,橋口,奈保,はしぐち,なほ,47,NA,新,NA,1,茨城3区,0,0,28.375
北関東,日本維新の会,1,武藤 博光,むとう ひろみつ,武藤,博光,むとう,ひろみつ,62,NA,新,NA,1,茨城4区,0,0,27.755
北関東,日本維新の会,1,柏倉 祐司,かしわくら ゆうじ,柏倉,祐司,かしわくら,ゆうじ,55,NA,元,1,1,栃木1区,0,0,58.073
北関東,日本維新の会,1,谷古宇 勘司,やこう かんじ,谷古宇,勘司,やこう,かんじ,73,NA,新,NA,1,栃木5区,0,0,20.118
北関東,日本維新の会,1,中島 由美子,なかじま ゆみこ,中島,由美子,なかじま,ゆみこ,65,NA,新,NA,1,群馬5区,0,0,38.235
北関東,日本維新の会,1,浅野目 義英,あさのめ よしひで,浅野目,義英,あさのめ,よしひで,66,NA,新,NA,1,埼玉1区,0,0,22.307
北関東,日本維新の会,1,高橋 英明,たかはし ひであき,高橋,英明,たかはし,ひであき,61,NA,前,1,1,埼玉2区,0,1,59.563
北関東,日本維新の会,1,石川 隆美,いしかわ たかみ,石川,隆美,いしかわ,たかみ,59,NA,新,NA,1,埼玉3区,0,0,32.059
北関東,日本維新の会,1,渡辺 泰之,わたなべ やすゆき,渡辺,泰之,わたなべ,やすゆき,51,NA,新,NA,1,埼玉4区,0,0,41.458
北関東,日本維新の会,1,細谷 美恵子,ほそや みえこ,細谷,美恵子,ほそや,みえこ,64,NA,新,NA,1,埼玉6区,0,0,23.218
北関東,日本維新の会,1,伊勢田 享子,いせだ みちこ,伊勢田,享子,いせだ,みちこ,47,NA,新,NA,1,埼玉7区,0,0,37.201
北関東,日本維新の会,1,市野 一馬,いちの かずま,市野,一馬,いちの,かずま,40,NA,新,NA,1,埼玉8区,0,0,25.54
北関東,日本維新の会,1,近藤 秀将,こんどう ひでまさ,近藤,秀将,こんどう,ひでまさ,46,NA,新,NA,1,埼玉9区,0,0,26.086
北関東,日本維新の会,1,中原 由棟,なかはら よしむね,中原,由棟,なかはら,よしむね,33,NA,新,NA,1,埼玉13区,0,0,35.094
北関東,日本維新の会,1,加来 武宜,かく たけよし,加来,武宜,かく,たけよし,43,NA,新,NA,1,埼玉14区,0,0,40.777
北関東,日本維新の会,1,沢田 良,さわだ りょう,沢田,良,さわだ,りょう,45,NA,前,1,1,埼玉15区,0,0,53.881
北関東,日本維新の会,1,中村 梨香,なかむら りか,中村,梨香,なかむら,りか,37,NA,新,NA,1,埼玉16区,0,0,44.877
北関東,参政党,1,大津 力,おおつ つとむ,大津,力,おおつ,つとむ,53,NA,新,NA,0,比例単独,0,0,NA
北関東,公明党,1,輿水 恵一,こしみず けいいち,輿水,恵一,こしみず,けいいち,62,NA,前,3,0,比例単独,0,1,NA
北関東,公明党,2,福重 隆浩,ふくしげ たかひろ,福重,隆浩,ふくしげ,たかひろ,62,NA,前,1,0,比例単独,0,1,NA
北関東,公明党,3,山口 良治,やまぐち りょうじ,山口,良治,やまぐち,りょうじ,44,NA,新,NA,0,比例単独,0,1,NA
北関東,公明党,4,大塚 英樹,おおつか ひでき,大塚,英樹,おおつか,ひでき,43,NA,新,NA,0,比例単独,0,0,NA
北関東,社会民主党,1,土屋 香織,つちや かおり,土屋,香織,つちや,かおり,56,NA,新,NA,0,比例単独,0,0,NA
北関東,立憲民主党,1,梶岡 博樹,かじおか ひろき,梶岡,博樹,かじおか,ひろき,47,NA,新,NA,1,茨城3区,0,0,75.624
北関東,立憲民主党,1,青山 大人,あおやま やまと,青山,大人,あおやま,やまと,45,NA,前,2,1,茨城6区,1,0,NA
北関東,立憲民主党,1,板津 由華,いたづ ゆか,板津,由華,いたづ,ゆか,36,NA,新,NA,1,栃木1区,0,0,80.316
北関東,立憲民主党,1,福田 昭夫,ふくだ あきお,福田,昭夫,ふくだ,あきお,76,NA,前,6,1,栃木2区,1,0,NA
北関東,立憲民主党,1,伊賀 央,いが ひろし,伊賀,央,いが,ひろし,60,NA,新,NA,1,栃木3区,0,0,67.872
北関東,立憲民主党,1,藤岡 隆雄,ふじおか たかお,藤岡,隆雄,ふじおか,たかお,47,NA,前,1,1,栃木4区,1,0,NA
北関東,立憲民主党,1,白井 桂子,しらい けいこ,白井,桂子,しらい,けいこ,62,NA,新,NA,1,群馬1区,0,0,67.953
北関東,立憲民主党,1,長谷川 嘉一,はせがわ かいち,長谷川,嘉一,はせがわ,かいち,71,NA,元,1,1,群馬3区,0,1,99.714
北関東,立憲民主党,1,山田 博規,やまだ ひろき,山田,博規,やまだ,ひろき,65,NA,新,NA,1,群馬4区,0,0,58.33
北関東,立憲民主党,1,武正 公一,たけまさ こういち,武正,公一,たけまさ,こういち,63,NA,元,6,1,埼玉1区,0,1,96.235
北関東,立憲民主党,1,松浦 玄嗣,まつうら もとつぐ,松浦,玄嗣,まつうら,もとつぐ,52,NA,新,NA,1,埼玉2区,0,0,47.369
北関東,立憲民主党,1,竹内 千春,たけうち ちはる,竹内,千春,たけうち,ちはる,56,NA,新,NA,1,埼玉3区,0,1,86.704
