prefecture,dist_no,district,name,yomi,lastname,firstname,last_kana,first_kana,age,party,recommended,status,previous,duplicate,win_smd,win_pr,votes,vshare
北海道,10,北海道10区,神谷 裕,かみや ひろし,神谷,裕,かみや,ひろし,57,中道,NA,前,3,1,1,0,74908,50.01
北海道,11,北海道11区,宇都 隆史,うと たかし,宇都,隆史,うと,たかし,51,参政,NA,新,0,0,0,0,12613,7.35
北海道,11,北海道11区,石川 香織,いしかわ かおり,石川,香織,いしかわ,かおり,41,中道,NA,前,3,1,0,0,72951,42.52
北海道,11,北海道11区,中川 紘一,なかがわ こういち,中川,紘一,なかがわ,こういち,35,自民,維新,新,0,1,1,0,86019,50.13
北海道,12,北海道12区,武部 新,たけべ あらた,武部,新,たけべ,あらた,55,自民,維新,前,5,1,1,0,92400,58.81
北海道,12,北海道12区,川原田 英世,かわはらだ えいせい,川原田,英世,かわはらだ,えいせい,43,中道,NA,前,1,1,0,0,64719,41.19
青森,1,青森1区,升田 世喜男,ますた せきお,升田,世喜男,ますた,せきお,68,中道,NA,前,2,1,0,0,46218,32.64
青森,1,青森1区,斎藤 美緒,さいとう みお,斎藤,美緒,さいとう,みお,46,共産,NA,新,0,0,0,0,9139,6.45
青森,1,青森1区,加藤 勉,かとう つとむ,加藤,勉,かとう,つとむ,65,参政,NA,新,0,0,0,0,14181,10.01
青森,1,青森1区,津島 淳,つしま じゅん,津島,淳,つしま,じゅん,59,自民,NA,前,5,1,1,0,72060,50.89
青森,2,青森2区,神田 潤一,かんだ じゅんいち,神田,潤一,かんだ,じゅんいち,55,自民,維新,前,2,1,1,0,104608,54.61
青森,2,青森2区,金浜 亨,かねはま あきら,金浜,亨,かねはま,あきら,37,国民,NA,新,0,1,0,0,30016,15.67
青森,2,青森2区,久保 将,くぼ しょう,久保,将,くぼ,しょう,71,共産,NA,新,0,0,0,0,5909,3.08
青森,2,青森2区,松尾 和彦,まつお かずひこ,松尾,和彦,まつお,かずひこ,62,中道,NA,新,0,1,0,0,51027,26.64
青森,3,青森3区,岡田 華子,おかだ はなこ,岡田,華子,おかだ,はなこ,45,中道,NA,前,1,1,0,0,67604,42.33
青森,3,青森3区,木村 次郎,きむら じろう,木村,次郎,きむら,じろう,58,自民,維新,元,2,1,1,0,83547,52.31
青森,3,青森3区,佐原 若子,さわら わかこ,佐原,若子,さわら,わかこ,72,れいわ,NA,前,1,1,0,0,8570,5.37
岩手,1,岩手1区,階 猛,しな たけし,階,猛,しな,たけし,59,中道,NA,前,7,1,1,0,73209,44.16
岩手,1,岩手1区,米内 紘正,よない ひろまさ,米内,紘正,よない,ひろまさ,38,自民,維新,新,0,1,0,1,67811,40.9
岩手,1,岩手1区,吉田 恭子,よしだ きょうこ,吉田,恭子,よしだ,きょうこ,45,共産,NA,新,0,1,0,0,10448,6.3
岩手,1,岩手1区,佐々木 大成,ささき たいせい,佐々木,大成,ささき,たいせい,47,参政,NA,新,0,0,0,0,12233,7.38
岩手,1,岩手1区,小笠原 勇治,おがさわら ゆうじ,小笠原,勇治,おがさわら,ゆうじ,62,無所,NA,新,0,0,0,0,2080,1.25
岩手,2,岩手2区,佐々木 真琴,ささき まこと,佐々木,真琴,ささき,まこと,29,国民,NA,新,0,1,0,1,67294,35.23
岩手,2,岩手2区,鈴木 俊一,すずき しゅんいち,鈴木,俊一,すずき,しゅんいち,72,自民,NA,前,11,1,1,0,123711,64.77
岩手,3,岩手3区,小沢 一郎,おざわ いちろう,小沢,一郎,おざわ,いちろう,83,中道,NA,前,19,1,0,0,78731,37.29
岩手,3,岩手3区,藤原 崇,ふじわら たかし,藤原,崇,ふじわら,たかし,42,自民,NA,元,4,1,1,0,102578,48.58
岩手,3,岩手3区,及川 泰輔,おいかわ たいすけ,及川,泰輔,おいかわ,たいすけ,47,参政,NA,新,0,0,0,0,29831,14.13
宮城,1,宮城1区,ローレンス 綾子,ろーれんす あやこ,ローレンス,綾子,ろーれんす,あやこ,55,参政,NA,新,0,1,0,0,31664,12.94
宮城,1,宮城1区,中嶋 廉,なかじま れん,中嶋,廉,なかじま,れん,73,共産,NA,新,0,0,0,0,9547,3.9
宮城,1,宮城1区,高橋 浩司,たかはし こうじ,高橋,浩司,たかはし,こうじ,62,維新,NA,新,0,1,0,0,15246,6.23
宮城,1,宮城1区,土井 亨,どい とおる,土井,亨,どい,とおる,67,自民,NA,元,5,1,1,0,110185,45.02
宮城,1,宮城1区,岡本 章子,おかもと あきこ,岡本,章子,おかもと,あきこ,61,中道,NA,前,3,1,0,0,78106,31.91
宮城,2,宮城2区,和田 政宗,わだ まさむね,和田,政宗,わだ,まさむね,51,参政,NA,新,0,1,0,1,36086,14.74
宮城,2,宮城2区,鎌田 さゆり,かまた さゆり,鎌田,さゆり,かまた,さゆり,61,中道,NA,前,4,1,0,0,73695,30.11
宮城,2,宮城2区,早坂 敦,はやさか あつし,早坂,敦,はやさか,あつし,54,維新,NA,元,1,1,0,0,10394,4.25
宮城,2,宮城2区,渡辺 勝幸,わたなべ かつゆき,渡辺,勝幸,わたなべ,かつゆき,50,自民,NA,新,0,1,1,0,101364,41.41
宮城,2,宮城2区,佐藤 理々香,さとう りりか,佐藤,理々香,さとう,りりか,25,国民,NA,新,0,1,0,0,23237,9.49
宮城,3,宮城3区,西村 明宏,にしむら あきひろ,西村,明宏,にしむら,あきひろ,65,自民,維新,元,6,1,1,0,83705,54.72
宮城,3,宮城3区,林 萌子,はやし もえこ,林,萌子,はやし,もえこ,27,参政,NA,新,0,0,0,0,17440,11.4
宮城,3,宮城3区,柳沢 剛,やなぎさわ つよし,柳沢,剛,やなぎさわ,つよし,62,中道,NA,前,1,1,0,0,47303,30.92
宮城,3,宮城3区,結城 孝,ゆうき たかし,結城,孝,ゆうき,たかし,41,無所,NA,新,0,0,0,0,3412,2.23
宮城,3,宮城3区,浅田 晃司,あさだ こうじ,浅田,晃司,あさだ,こうじ,79,無所,NA,新,0,0,0,0,1121,0.73
宮城,4,宮城4区,佐野 誠,さの まこと,佐野,誠,さの,まこと,41,参政,NA,新,0,0,0,0,14494,6.67
宮城,4,宮城4区,安住 淳,あずみ じゅん,安住,淳,あずみ,じゅん,64,中道,NA,前,10,1,0,0,78671,36.18
宮城,4,宮城4区,森下 千里,もりした ちさと,森下,千里,もりした,ちさと,44,自民,NA,前,1,1,1,0,124250,57.15
宮城,5,宮城5区,境 恒春,さかい つねはる,境,恒春,さかい,つねはる,46,中道,NA,新,0,1,0,0,30691,17.2
宮城,5,宮城5区,小野寺 五典,おのでら いつのり,小野寺,五典,おのでら,いつのり,65,自民,NA,前,9,1,1,0,138094,77.37
宮城,5,宮城5区,結城 豊,ゆうき ゆたか,結城,豊,ゆうき,ゆたか,66,共産,NA,新,0,0,0,0,9698,5.43
秋田,1,秋田1区,冨樫 博之,とがし ひろゆき,冨樫,博之,とがし,ひろゆき,70,自民,NA,前,5,1,1,0,65940,46.49
秋田,1,秋田1区,木村 佐知子,きむら さちこ,木村,佐知子,きむら,さちこ,39,国民,NA,新,0,1,0,0,25510,17.98
秋田,1,秋田1区,佐藤 美和子,さとう みわこ,佐藤,美和子,さとう,みわこ,66,参政,NA,新,0,0,0,0,7645,5.39
秋田,1,秋田1区,鈴木 知,すずき さとし,鈴木,知,すずき,さとし,49,共産,NA,新,0,0,0,0,5246,3.7
秋田,1,秋田1区,早川 周作,はやかわ しゅうさく,早川,周作,はやかわ,しゅうさく,49,中道,NA,新,0,1,0,0,22665,15.98
秋田,1,秋田1区,松浦 大悟,まつうら だいご,松浦,大悟,まつうら,だいご,56,維新,NA,新,0,1,0,0,14843,10.46
秋田,2,秋田2区,福原 淳嗣,ふくはら じゅんじ,福原,淳嗣,ふくはら,じゅんじ,58,自民,維新,前,1,1,1,0,70352,54.95
秋田,2,秋田2区,緑川 貴士,みどりかわ たかし,緑川,貴士,みどりかわ,たかし,41,中道,NA,前,3,1,0,0,57666,45.05
秋田,3,秋田3区,御法川 信英,みのりかわ のぶひで,御法川,信英,みのりかわ,のぶひで,61,自民,維新,前,7,1,0,1,85063,49.27
秋田,3,秋田3区,村岡 敏英,むらおか としひで,村岡,敏英,むらおか,としひで,65,国民,NA,前,3,1,1,0,87573,50.73
山形,1,山形1区,遠藤 寛明,えんどう ひろあき,遠藤,寛明,えんどう,ひろあき,39,自民,NA,新,0,1,1,0,106063,61.24
山形,1,山形1区,原田 和広,はらだ まさひろ,原田,和広,はらだ,まさひろ,52,中道,NA,前,1,1,0,0,48443,27.97
山形,1,山形1区,桜田 恭子,さくらだ きょうこ,桜田,恭子,さくらだ,きょうこ,44,参政,NA,新,0,0,0,0,18692,10.79
山形,2,山形2区,菊池 大二郎,きくち だいじろう,菊池,大二郎,きくち,だいじろう,43,国民,NA,前,1,1,0,0,49804,27.33
山形,2,山形2区,鈴木 憲和,すずき のりかず,鈴木,憲和,すずき,のりかず,44,自民,維新,前,5,1,1,0,124512,68.32
山形,2,山形2区,岩本 康嗣,いわもと こうじ,岩本,康嗣,いわもと,こうじ,60,共産,NA,新,0,0,0,0,7919,4.35
山形,3,山形3区,落合 拓磨,おちあい たくま,落合,拓磨,おちあい,たくま,28,中道,NA,新,0,1,0,0,32432,20.8
山形,3,山形3区,遠藤 和史,えんどう かずし,遠藤,和史,えんどう,かずし,60,参政,NA,新,0,0,0,0,10770,6.91
山形,3,山形3区,加藤 鮎子,かとう あゆこ,加藤,鮎子,かとう,あゆこ,46,自民,維新,前,4,1,1,0,90730,58.2
山形,3,山形3区,喜多 恒介,きた こうすけ,喜多,恒介,きた,こうすけ,36,国民,NA,新,0,1,0,0,21972,14.09
福島,1,福島1区,西山 尚利,にしやま なおとし,西山,尚利,にしやま,なおとし,60,自民,維新,新,0,1,1,0,99531,45.24
福島,1,福島1区,亀岡 偉一,かめおか よしかず,亀岡,偉一,かめおか,よしかず,37,無所,NA,新,0,0,0,0,27013,12.28
福島,1,福島1区,金子 恵美,かねこ えみ,金子,恵美,かねこ,えみ,60,中道,NA,前,4,1,0,1,93471,42.48
福島,2,福島2区,玄葉 光一郎,げんば こういちろう,玄葉,光一郎,げんば,こういちろう,61,中道,NA,前,11,1,0,0,90146,36.36
福島,2,福島2区,大山 里幸子,おおやま りさこ,大山,里幸子,おおやま,りさこ,52,参政,NA,新,0,1,0,0,20645,8.33
福島,2,福島2区,遠藤 雄大,えんどう ゆうだい,遠藤,雄大,えんどう,ゆうだい,41,無所,NA,新,0,0,0,0,1780,0.72
福島,2,福島2区,丸本 由美子,まるもと ゆみこ,丸本,由美子,まるもと,ゆみこ,63,共産,NA,新,0,0,0,0,6395,2.58
福島,2,福島2区,根本 拓,ねもと たく,根本,拓,ねもと,たく,39,自民,維新,前,1,1,1,0,128948,52.01
福島,3,福島3区,上杉 謙太郎,うえすぎ けんたろう,上杉,謙太郎,うえすぎ,けんたろう,50,自民,維新,元,2,1,1,0,107649,57.03
福島,3,福島3区,金山 屯,かなやま じゅん,金山,屯,かなやま,じゅん,85,無所,NA,新,0,0,0,0,4084,2.16
福島,3,福島3区,小熊 慎司,おぐま しんじ,小熊,慎司,おぐま,しんじ,57,中道,NA,前,5,1,0,0,77011,40.8
福島,4,福島4区,山口 洋太,やまぐち ようた,山口,洋太,やまぐち,ようた,35,国民,NA,新,0,1,0,0,38539,18.87
福島,4,福島4区,斎藤 裕喜,さいとう ゆうき,斎藤,裕喜,さいとう,ゆうき,46,中道,NA,前,1,1,0,0,54672,26.77
福島,4,福島4区,熊谷 智,くまがい とも,熊谷,智,くまがい,とも,46,共産,NA,新,0,0,0,0,10254,5.02
福島,4,福島4区,坂本 竜太郎,さかもと りゅうたろう,坂本,竜太郎,さかもと,りゅうたろう,45,自民,維新,前,1,1,1,0,100795,49.35
茨城,1,茨城1区,大内 久美子,おおうち くみこ,大内,久美子,おおうち,くみこ,76,共産,NA,新,0,0,0,0,12842,6.1
茨城,1,茨城1区,川端 絢美,かわばた あやみ,川端,絢美,かわばた,あやみ,42,参政,NA,新,0,1,0,0,25327,12.04
茨城,1,茨城1区,福島 伸享,ふくしま のぶゆき,福島,伸享,ふくしま,のぶゆき,55,無所,NA,前,4,0,0,0,84703,40.25
茨城,1,茨城1区,田所 嘉徳,たどころ よしのり,田所,嘉徳,たどころ,よしのり,72,自民,維新,前,5,1,1,0,87570,41.61
茨城,2,茨城2区,宮内 匠,みやうち たくみ,宮内,匠,みやうち,たくみ,30,参政,NA,新,0,0,0,0,16132,11.73
茨城,2,茨城2区,小沼 巧,おぬま たくみ,小沼,巧,おぬま,たくみ,40,中道,NA,新,0,1,0,0,30482,22.16
茨城,2,茨城2区,額賀 福志郎,ぬかが ふくしろう,額賀,福志郎,ぬかが,ふくしろう,82,自民,維新,前,14,0,1,0,74491,54.15
茨城,2,茨城2区,谷川 祐一,たにかわ ゆういち,谷川,祐一,たにかわ,ゆういち,50,国民,NA,新,0,1,0,0,16450,11.96
茨城,3,茨城3区,斎藤 真衣,さいとう まい,斎藤,真衣,さいとう,まい,35,参政,NA,新,0,1,0,0,31880,15.84
茨城,3,茨城3区,梶岡 博樹,かじおか ひろき,梶岡,博樹,かじおか,ひろき,48,中道,NA,新,0,1,0,0,56143,27.9
茨城,3,茨城3区,葉梨 康弘,はなし やすひろ,葉梨,康弘,はなし,やすひろ,66,自民,維新,前,7,1,1,0,103231,51.29
茨城,3,茨城3区,加川 裕美,かがわ ゆうみ,加川,裕美,かがわ,ゆうみ,61,れいわ,NA,新,0,0,0,0,10008,4.97
茨城,4,茨城4区,吉田 翔,よしだ つばさ,吉田,翔,よしだ,つばさ,28,共産,NA,新,0,0,0,0,21610,16.9
茨城,4,茨城4区,梶山 弘志,かじやま ひろし,梶山,弘志,かじやま,ひろし,70,自民,維新,前,9,1,1,0,106286,83.1
茨城,5,茨城5区,鈴木 拓海,すずき たくみ,鈴木,拓海,すずき,たくみ,46,自民,NA,新,0,1,0,1,46141,39.58
茨城,5,茨城5区,浅野 哲,あさの さとし,浅野,哲,あさの,さとし,43,国民,NA,前,3,1,1,0,70438,60.42
茨城,6,茨城6区,稲葉 英樹,いなば ひでき,稲葉,英樹,いなば,ひでき,58,共産,NA,新,0,0,0,0,9902,3.98
茨城,6,茨城6区,青山 大人,あおやま やまと,青山,大人,あおやま,やまと,47,無所,NA,前,3,0,0,0,104844,42.18
茨城,6,茨城6区,堀越 麻紀,ほりこし まき,堀越,麻紀,ほりこし,まき,53,参政,NA,新,0,1,0,0,23443,9.43
茨城,6,茨城6区,国光 文乃,くにみつ あやの,国光,文乃,くにみつ,あやの,46,自民,維新,前,3,1,1,0,107388,43.2
茨城,6,茨城6区,中村 吉男,なかむら きちお,中村,吉男,なかむら,きちお,55,無所,NA,新,0,0,0,0,2982,1.2
茨城,7,茨城7区,永岡 桂子,ながおか けいこ,永岡,桂子,ながおか,けいこ,72,自民,維新,前,7,1,0,1,76700,47.45
茨城,7,茨城7区,中村 勇太,なかむら はやと,中村,勇太,なかむら,はやと,39,無所,NA,前,1,0,1,0,84930,52.55
栃木,1,栃木1区,大森 紀明,おおもり のりあき,大森,紀明,おおもり,のりあき,54,参政,NA,新,0,1,0,0,29337,13.95
栃木,1,栃木1区,青木 弘,あおき ひろし,青木,弘,あおき,ひろし,65,共産,NA,新,0,0,0,0,6452,3.07
栃木,1,栃木1区,船田 元,ふなだ はじめ,船田,元,ふなだ,はじめ,72,自民,NA,前,14,1,1,0,85199,40.52
栃木,1,栃木1区,小池 篤史,こいけ あつし,小池,篤史,こいけ,あつし,49,中道,NA,新,0,1,0,0,45243,21.52
栃木,1,栃木1区,柏倉 祐司,かしわくら ゆうじ,柏倉,祐司,かしわくら,ゆうじ,56,維新,NA,元,1,1,0,1,41233,19.61
栃木,1,栃木1区,石川 文三郎,いしかわ ぶんざぶろう,石川,文三郎,いしかわ,ぶんざぶろう,69,無所,NA,新,0,0,0,0,2821,1.34
栃木,2,栃木2区,福田 昭夫,ふくだ あきお,福田,昭夫,ふくだ,あきお,77,中道,NA,前,7,1,0,0,45129,35.08
栃木,2,栃木2区,五十嵐 清,いがらし きよし,五十嵐,清,いがらし,きよし,56,自民,NA,前,2,1,1,0,66681,51.84
栃木,2,栃木2区,藤田 久美,ふじた くみ,藤田,久美,ふじた,くみ,47,参政,NA,新,0,0,0,0,16827,13.08
栃木,3,栃木3区,渡辺 真太朗,わたなべ しんたろう,渡辺,真太朗,わたなべ,しんたろう,33,無所,NA,新,0,0,1,0,58483,43.95
栃木,3,栃木3区,簗 和生,やな かずお,簗,和生,やな,かずお,46,自民,NA,前,5,1,0,1,53975,40.56
栃木,3,栃木3区,伊賀 央,いが ひろし,伊賀,央,いが,ひろし,61,中道,NA,新,0,1,0,0,20611,15.49
栃木,4,栃木4区,石坂 太,いしざか まさる,石坂,太,いしざか,まさる,45,自民,維新,新,0,1,1,0,87743,47.06
栃木,4,栃木4区,藤岡 隆雄,ふじおか たかお,藤岡,隆雄,ふじおか,たかお,48,中道,NA,前,2,1,0,0,74465,39.94
栃木,4,栃木4区,野口 智子,のぐち ともこ,野口,智子,のぐち,ともこ,45,参政,NA,新,0,0,0,0,20768,11.14
栃木,4,栃木4区,大貫 学,おおぬき まなぶ,大貫,学,おおぬき,まなぶ,68,無所,NA,新,0,0,0,0,3456,1.85
栃木,5,栃木5区,茂木 敏充,もてぎ としみつ,茂木,敏充,もてぎ,としみつ,70,自民,維新,前,11,1,1,0,110743,68.19
栃木,5,栃木5区,寺田 和史,てらだ たかふみ,寺田,和史,てらだ,たかふみ,47,国民,NA,新,0,1,0,0,19626,12.09
栃木,5,栃木5区,岡村 恵子,おかむら けいこ,岡村,恵子,おかむら,けいこ,72,共産,NA,新,0,0,0,0,15315,9.43
栃木,5,栃木5区,宮本 陽介,みやもと ようすけ,宮本,陽介,みやもと,ようすけ,38,参政,NA,新,0,0,0,0,16713,10.29
群馬,1,群馬1区,中曽根 康隆,なかそね やすたか,中曽根,康隆,なかそね,やすたか,44,自民,維新,前,3,1,1,0,103316,61.64
群馬,1,群馬1区,店橋 世津子,たなはし せつこ,店橋,世津子,たなはし,せつこ,64,共産,NA,新,0,0,0,0,15962,9.52
群馬,1,群馬1区,河村 正剛,かわむら まさたけ,河村,正剛,かわむら,まさたけ,52,中道,NA,新,0,1,0,0,48324,28.83
群馬,2,群馬2区,原 和隆,はら かずたか,原,和隆,はら,かずたか,56,国民,NA,新,0,1,0,0,22227,13.93
群馬,2,群馬2区,井野 俊郎,いの としろう,井野,俊郎,いの,としろう,46,自民,NA,前,5,1,1,0,84167,52.74
群馬,2,群馬2区,石関 貴史,いしぜき たかし,石関,貴史,いしぜき,たかし,53,無所,NA,元,4,0,0,0,19435,12.18
群馬,2,群馬2区,高橋 保,たかはし たもつ,高橋,保,たかはし,たもつ,68,共産,NA,新,0,0,0,0,10254,6.43
群馬,2,群馬2区,伊藤 純子,いとう じゅんこ,伊藤,純子,いとう,じゅんこ,57,保守,NA,新,0,1,0,0,7471,4.68
群馬,2,群馬2区,熊井戸 園子,くまいど そのこ,熊井戸,園子,くまいど,そのこ,57,参政,NA,新,0,0,0,0,16041,10.05
群馬,3,群馬3区,長谷川 嘉一,はせがわ かいち,長谷川,嘉一,はせがわ,かいち,73,中道,NA,前,2,1,0,0,60204,38.47
群馬,3,群馬3区,笹川 博義,ささがわ ひろよし,笹川,博義,ささがわ,ひろよし,59,自民,維新,前,5,1,1,0,96283,61.53
群馬,4,群馬4区,伊藤 達也,いとう たつや,伊藤,達也,いとう,たつや,42,共産,NA,新,0,0,0,0,9556,6.01
群馬,4,群馬4区,青木 ひとみ,あおき ひとみ,青木,ひとみ,あおき,ひとみ,44,参政,NA,新,0,1,0,1,35906,22.58
群馬,4,群馬4区,福田 達夫,ふくだ たつお,福田,達夫,ふくだ,たつお,58,自民,NA,前,5,1,1,0,84938,53.41
群馬,4,群馬4区,山田 博規,やまだ ひろき,山田,博規,やまだ,ひろき,67,中道,NA,新,0,1,0,0,28627,18
群馬,5,群馬5区,小渕 優子,おぶち ゆうこ,小渕,優子,おぶち,ゆうこ,52,自民,維新,前,9,1,1,0,107356,68.58
群馬,5,群馬5区,木暮 智貴,こぐれ ともき,木暮,智貴,こぐれ,ともき,31,参政,NA,新,0,0,0,0,49187,31.42
埼玉,1,埼玉1区,村井 英樹,むらい ひでき,村井,英樹,むらい,ひでき,45,自民,NA,前,5,1,1,0,121002,55.65
埼玉,1,埼玉1区,菅又 士廊,すがまた しろう,菅又,士廊,すがまた,しろう,37,参政,NA,新,0,0,0,0,21329,9.81
埼玉,1,埼玉1区,武正 公一,たけまさ こういち,武正,公一,たけまさ,こういち,64,中道,NA,前,7,1,0,0,67980,31.27
埼玉,1,埼玉1区,羽田 一樹,はねだ かずき,羽田,一樹,はねだ,かずき,37,無所,NA,新,0,0,0,0,7115,3.27
埼玉,2,埼玉2区,菅野 静華,かんの しずか,菅野,静華,かんの,しずか,37,参政,NA,新,0,0,0,0,31075,17.26
埼玉,2,埼玉2区,高橋 英明,たかはし ひであき,高橋,英明,たかはし,ひであき,62,維新,NA,前,2,1,0,0,28187,15.66
埼玉,2,埼玉2区,新藤 義孝,しんどう よしたか,新藤,義孝,しんどう,よしたか,68,自民,NA,前,9,1,1,0,75209,41.78
埼玉,2,埼玉2区,細谷 勇人,ほそや はやと,細谷,勇人,ほそや,はやと,36,国民,NA,新,0,1,0,0,45521,25.29
埼玉,3,埼玉3区,中村 尚子,なかむら なおこ,中村,尚子,なかむら,なおこ,60,参政,NA,新,0,0,0,0,27801,15.06
埼玉,3,埼玉3区,黄川田 仁志,きかわだ ひとし,黄川田,仁志,きかわだ,ひとし,55,自民,維新,前,5,1,1,0,96335,52.2
埼玉,3,埼玉3区,竹内 千春,たけうち ちはる,竹内,千春,たけうち,ちはる,57,中道,NA,前,1,1,0,0,60430,32.74
埼玉,4,埼玉4区,岸田 光広,きしだ みつひろ,岸田,光広,きしだ,みつひろ,58,国民,NA,前,1,1,0,0,56582,27.14
埼玉,4,埼玉4区,工藤 薫,くどう かおる,工藤,薫,くどう,かおる,76,共産,NA,新,0,0,0,0,25501,12.23
埼玉,4,埼玉4区,穂坂 泰,ほさか やすし,穂坂,泰,ほさか,やすし,51,自民,NA,前,3,1,1,0,110312,52.92
埼玉,4,埼玉4区,伊勢田 享子,いせだ みちこ,伊勢田,享子,いせだ,みちこ,48,維新,NA,新,0,1,0,0,16072,7.71
埼玉,5,埼玉5区,枝野 幸男,えだの ゆきお,枝野,幸男,えだの,ゆきお,61,中道,NA,前,11,1,0,0,90795,41.01
埼玉,5,埼玉5区,飯塚 佳佑,いいづか けいすけ,飯塚,佳佑,いいづか,けいすけ,30,参政,NA,新,0,0,0,0,25775,11.64
埼玉,5,埼玉5区,井原 隆,いはら ゆたか,井原,隆,いはら,ゆたか,43,自民,NA,新,0,1,1,0,104836,47.35
埼玉,6,埼玉6区,長島 美子,ながしま よしこ,長島,美子,ながしま,よしこ,58,参政,NA,新,0,1,0,0,21078,9.49
埼玉,6,埼玉6区,大島 敦,おおしま あつし,大島,敦,おおしま,あつし,69,中道,NA,前,9,1,0,1,81509,36.69
