"cowcode","iso3","country","etype2","etype3","parliamentarism","timing1","timing2","reason","held_date","held_year","held_month","held_wday","sche_date","sche_year","sche_month","sche_wday","dif_days","termlength","days_fr_last","concurrent"
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,1990-05-16,1990,5,"Wednesday",1990-05-16,1990,5,"Wednesday",0,4,1461,1
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,1990-05-16,1990,5,"Wednesday",1990-05-16,1990,5,"Wednesday",0,4,1461,1
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,1994-05-16,1994,5,"Monday",1994-05-16,1994,5,"Monday",0,4,1461,1
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,1994-05-16,1994,5,"Monday",1994-05-16,1994,5,"Monday",0,4,1461,1
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",2,-1,9,1996-05-16,1996,5,"Thursday",1998-05-16,1998,5,"Saturday",-730,4,731,0
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,1998-05-16,1998,5,"Saturday",1998-05-16,1998,5,"Saturday",0,4,1461,0
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,2000-05-16,2000,5,"Tuesday",2000-05-16,2000,5,"Tuesday",0,4,1461,0
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,2002-05-16,2002,5,"Thursday",2002-05-16,2002,5,"Thursday",0,4,1461,0
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,2004-05-16,2004,5,"Sunday",2004-05-16,2004,5,"Sunday",0,4,1461,0
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,2006-05-16,2006,5,"Tuesday",2006-05-16,2006,5,"Tuesday",0,4,1461,0
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,2008-05-16,2008,5,"Friday",2008-05-16,2008,5,"Friday",0,4,1461,0
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,2010-05-16,2010,5,"Sunday",2010-05-16,2010,5,"Sunday",0,4,1461,0
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,2012-05-20,2012,5,"Sunday",2012-05-20,2012,5,"Sunday",0,4,1465,0
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",1,0,0,2016-05-15,2016,5,"Sunday",2016-05-15,2016,5,"Sunday",0,6,2191,1
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",1,0,0,2016-05-15,2016,5,"Sunday",2016-05-15,2016,5,"Sunday",0,4,1456,1
42,"DOM","Dominican Republic","legislative","lower house","presidentialism",2,1,9,2020-07-05,2020,7,"Sunday",2020-05-17,2020,5,"Sunday",49,4,1512,1
42,"DOM","Dominican Republic","presidential","presidential","presidentialism",2,1,9,2020-07-05,2020,7,"Sunday",2020-05-17,2020,5,"Sunday",49,4,1512,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1946-07-07,1946,7,"Sunday",1946-07-07,1946,7,"Sunday",0,3,NA,1
70,"MEX","Mexico","presidential","presidential","presidentialism",1,0,0,1946-07-07,1946,7,"Sunday",1946-07-07,1946,7,"Sunday",0,6,NA,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1949-07-03,1949,7,"Sunday",1949-07-03,1949,7,"Sunday",0,3,1092,0
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1952-07-06,1952,7,"Sunday",1952-07-06,1952,7,"Sunday",0,3,1099,1
70,"MEX","Mexico","presidential","presidential","presidentialism",1,0,0,1952-07-06,1952,7,"Sunday",1952-07-06,1952,7,"Sunday",0,6,2191,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1955-07-04,1955,7,"Monday",1955-07-04,1955,7,"Monday",0,3,1093,0
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1958-07-06,1958,7,"Sunday",1958-07-06,1958,7,"Sunday",0,3,1098,1
70,"MEX","Mexico","presidential","presidential","presidentialism",1,0,0,1958-07-06,1958,7,"Sunday",1958-07-06,1958,7,"Sunday",0,6,2191,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1961-07-02,1961,7,"Sunday",1961-07-02,1961,7,"Sunday",0,3,1092,0
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1964-07-05,1964,7,"Sunday",1964-07-05,1964,7,"Sunday",0,3,1099,1
70,"MEX","Mexico","presidential","presidential","presidentialism",1,0,0,1964-07-05,1964,7,"Sunday",1964-07-05,1964,7,"Sunday",0,6,2191,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1967-07-02,1967,7,"Sunday",1967-07-02,1967,7,"Sunday",0,3,1092,0
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1970-07-05,1970,7,"Sunday",1970-07-05,1970,7,"Sunday",0,3,1099,1
70,"MEX","Mexico","presidential","presidential","presidentialism",1,0,0,1970-07-05,1970,7,"Sunday",1970-07-05,1970,7,"Sunday",0,6,2191,1
70,"MEX","Mexico","legislative","lower house","presidentialism",1,0,0,1973-07-01,1973,7,"Sunday",1973-07-01,1973,7,"Sunday",0,3,1092,0
